row,gender,Insurer,risk,with name?,state,coverage,duration,Compensation,Medical fee per incident,Medical fee in period,Franchise percentage,Minimum franchise,previous period,History of damage?,Bachelor's calculation?,Total premium?,Risk percentage,churn
244,male,person,risky,no,Hormozgan,annually,365,4560000000,5000000,15000000,5,250000,no,no,no,5986350,0,no
245,male,person,risky,no,Hormozgan,annually,365,4560000000,5000000,15000000,5,250000,no,no,no,5986350,0,no
246,male,person,moderate risk,no,Sistan and Baluchestan,annually,365,3040000000,10000000,20000000,5,250000,no,no,no,1260340,0,no
247,male,person,risky,yes,Sistan and Baluchestan,short term,362,7600000000,10000000,50000000,5,250000,yes,no,no,5367310,0,yes
248,male,person,moderate risk,no,Isfahan,annually,365,3040000000,10000000,20000000,5,250000,no,no,no,2842602,0,no
249,male,person,moderate risk,no,West Azerbaijan,annually,365,6080000000,20000000,80000000,5,250000,yes,no,no,14157181,0,yes
250,male,person,low risk,no,Kerman,annually,365,1520000000,5000000,5000000,5,250000,yes,no,no,1060000,0,yes
251,male,person,moderate risk,no,Ardabil,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,5372928,0,yes
252,male,person,moderate risk,no,Ardabil,annually,365,1520000000,20000000,20000000,5,250000,yes,no,no,1060000,0,yes
253,male,person,moderate risk,no,Tehran,annually,365,3040000000,50000000,100000000,0,0,no,no,yes,2968000,0,no
254,male,person,low risk,no,Isfahan,annually,365,7600000000,100000000,500000000,5,250000,no,no,no,5049946,0,no
255,male,company,low risk,yes,Qazvin,daily,30,3040000000,50000000,100000000,5,250000,no,no,no,1060000,0,no
256,male,person,low risk,no,Qom,annually,365,1520000000,50000000,100000000,5,250000,no,no,no,1068692,0,no
257,male,person,moderate risk,yes,Tehran,annually,365,1520000000,20000000,20000000,0,0,no,no,no,1343974,0,no
258,male,person,low risk,yes,Isfahan,annually,365,3040000000,30000000,60000000,5,250000,no,no,no,1405454,0,no
259,male,person,low risk,yes,Isfahan,short term,361,3040000000,20000000,40000000,5,250000,yes,no,no,1294260,0,yes
260,male,person,low risk,no,Fars,annually,365,3040000000,50000000,100000000,5,250000,no,no,no,3593930,0,no
261,male,person,risky,no,Isfahan,annually,365,4560000000,10000000,30000000,5,500000,no,no,no,18305352,0,no
262,male,person,moderate risk,no,Tehran,annually,365,4560000000,50000000,150000000,5,250000,yes,no,no,24058396,0,yes
263,male,person,moderate risk,no,Kerman,annually,365,1520000000,5000000,5000000,5,250000,no,no,no,1705540,0,no
264,male,person,low risk,no,Semnan,annually,365,1520000000,20000000,20000000,5,250000,yes,no,no,1721970,0,yes
265,male,person,low risk,no,Isfahan,annually,365,1520000000,10000000,10000000,5,250000,yes,no,no,3150850,0,yes
266,female,company,moderate risk,no,Khuzestan,annually,365,4560000000,30000000,90000000,5,250000,no,no,no,13471328,0,no
267,male,company,moderate risk,no,Khuzestan,annually,365,4560000000,30000000,90000000,5,250000,no,no,no,13471328,0,no
268,male,person,moderate risk,no,Lorestan,annually,365,3040000000,30000000,60000000,0,0,yes,no,no,3911188,0,no
269,male,person,risky,no,Markazi,annually,365,3040000000,20000000,40000000,10,250000,no,no,no,9119074,0,no
270,male,person,low risk,no,East Azarbaijan,annually,365,3040000000,20000000,40000000,10,250000,no,no,no,5729724,0,no
271,male,person,low risk,no,Kordestan,annually,365,1520000000,30000000,30000000,5,250000,no,no,yes,1335176,0,no
272,male,person,moderate risk,no,Isfahan,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,1832210,0,yes
273,male,company,moderate risk,no,Tehran,daily,60,3040000000,30000000,60000000,5,250000,yes,no,no,1060000,0,yes
274,male,person,low risk,no,Isfahan,annually,365,1520000000,20000000,20000000,5,250000,no,no,no,3136964,0,no
275,male,person,moderate risk,no,Tehran,daily,182,3040000000,30000000,60000000,5,250000,no,no,no,2931430,0,no
276,male,company,risky,yes,Isfahan,daily,182,3040000000,10000000,20000000,5,250000,yes,no,no,2569228,0,yes
277,female,person,moderate risk,no,Isfahan,short term,89,1520000000,30000000,30000000,5,250000,yes,no,no,1060000,0,yes
278,female,person,moderate risk,no,Isfahan,short term,89,1520000000,30000000,30000000,5,250000,no,no,no,1487922,0,no
279,male,person,risky,no,Hormozgan,annually,365,4560000000,5000000,15000000,5,250000,no,no,no,5986350,0,no
280,male,person,risky,no,Tehran,daily,30,3040000000,25000000,50000000,5,250000,no,no,no,1060000,0,no
281,male,person,moderate risk,yes,Isfahan,annually,365,4560000000,10000000,30000000,5,250000,yes,no,no,5963242,0,no
282,male,person,moderate risk,no,Khuzestan,daily,30,1520000000,30000000,30000000,5,250000,no,no,no,1060000,0,no
283,male,person,moderate risk,no,South Khorasan,annually,365,1520000000,10000000,10000000,5,250000,yes,no,no,3817484,0,yes
284,male,person,risky,no,Khuzestan,daily,30,7600000000,30000000,150000000,5,250000,no,no,no,2524496,0,no
285,male,person,low risk,no,Isfahan,annually,365,7600000000,20000000,100000000,5,250000,yes,no,no,4605806,0,yes
286,male,company,moderate risk,yes,Kordestan,annually,365,7600000000,10000000,50000000,5,250000,yes,no,no,4458996,0,yes
287,male,person,moderate risk,no,Yazd,annually,365,1520000000,20000000,40000000,10,500000,no,no,no,3706560,0,no
288,male,person,risky,no,Kerman,short term,30,1520000000,10000000,10000000,5,250000,no,no,no,1060000,0,no
289,male,person,risky,no,Zanjan,annually,365,1520000000,20000000,20000000,5,500000,no,no,no,7275840,0,no
290,male,person,moderate risk,no,Sistan and Baluchestan,short term,60,1520000000,10000000,10000000,5,250000,no,no,no,1290550,0,no
291,male,company,low risk,yes,Razavi Khorasan,annually,365,4560000000,10000000,30000000,5,250000,no,no,no,24222908,0,no
292,male,person,risky,no,Isfahan,annually,365,4560000000,10000000,30000000,5,500000,yes,no,no,15669238,0,yes
293,male,person,risky,no,Isfahan,annually,365,4560000000,10000000,30000000,5,500000,yes,no,no,15669238,0,yes
294,female,person,low risk,no,Hamedan,annually,365,3040000000,20000000,40000000,0,0,yes,no,no,2690386,0,no
295,female,company,moderate risk,no,Fars,annually,365,4560000000,50000000,150000000,5,250000,yes,no,yes,76944764,0,yes
296,male,company,low risk,yes,Kordestan,annually,365,7600000000,10000000,50000000,5,250000,no,no,no,4458996,0,no
297,male,person,moderate risk,no,Semnan,short term,182,3040000000,50000000,100000000,5,250000,no,no,no,5351198,20,no
298,female,company,moderate risk,no,Hormozgan,short term,151,3040000000,5000000,10000000,5,250000,no,no,no,2732362,0,no
299,male,person,moderate risk,yes,Isfahan,annually,365,3040000000,10000000,20000000,5,250000,yes,no,no,3440760,0,yes
300,male,person,low risk,no,Khuzestan,annually,365,4560000000,30000000,90000000,5,250000,yes,no,no,1891888,0,no
301,male,person,low risk,no,Gilan,annually,365,3040000000,10000000,20000000,5,250000,no,no,no,3549198,0,no
302,female,company,moderate risk,no,Fars,annually,365,4560000000,65000000,195000000,5,250000,no,no,yes,7500000,0,no
303,male,company,risky,no,Isfahan,daily,182,3040000000,30000000,60000000,5,250000,no,no,no,9179282,0,no
304,male,company,risky,no,Hormozgan,short term,30,3040000000,10000000,20000000,10,500000,no,no,no,1512408,0,no
305,female,person,low risk,no,Razavi Khorasan,short term,182,1520000000,10000000,10000000,5,250000,yes,no,no,1336978,30,yes
306,male,company,moderate risk,no,Tehran,annually,365,3040000000,20000000,40000000,5,250000,no,no,no,4366988,0,no
307,male,company,moderate risk,yes,Isfahan,annually,365,3040000000,100000000,500000000,0,0,yes,yes,no,94132770,0,yes
308,male,company,moderate risk,no,Isfahan,annually,365,3040000000,100000000,500000000,0,0,no,yes,no,118640712,0,no
309,male,company,risky,no,Khuzestan,short term,182,7600000000,20000000,100000000,5,250000,no,no,no,49372256,0,no
310,female,person,low risk,no,Kermanshah,annually,365,1520000000,10000000,10000000,10,250000,no,no,no,2554812,0,no
311,male,company,low risk,no,Tehran,daily,51,3040000000,30000000,60000000,5,250000,no,no,no,1060000,0,no
312,male,person,low risk,no,Isfahan,annually,365,1520000000,50000000,50000000,5,250000,no,no,no,5733434,0,no
313,male,person,moderate risk,no,Razavi Khorasan,annually,365,3040000000,10000000,20000000,5,250000,no,no,no,2679998,0,no
314,male,person,risky,no,Isfahan,annually,365,4560000000,10000000,30000000,10,250000,yes,no,no,10404748,0,yes
315,male,person,risky,no,Fars,annually,365,7600000000,50000000,250000000,5,250000,yes,no,no,10270446,0,yes
316,male,person,low risk,no,Razavi Khorasan,annually,365,3040000000,10000000,20000000,5,250000,yes,no,no,2532234,0,yes
317,male,company,risky,yes,Ardabil,short term,60,3040000000,20000000,40000000,5,250000,no,no,no,1649148,0,no
318,male,person,risky,no,Isfahan,annually,365,3040000000,50000000,100000000,10,250000,yes,no,no,4328192,0,yes
319,male,person,moderate risk,yes,Razavi Khorasan,annually,365,1520000000,10000000,10000000,5,250000,yes,no,no,5014224,0,yes
320,male,person,low risk,no,Isfahan,annually,365,1520000000,50000000,50000000,5,250000,no,no,no,1990786,0,no
321,male,person,risky,yes,Qom,short term,89,1520000000,30000000,60000000,5,500000,no,no,no,1502550,0,no
322,male,person,low risk,yes,Ardabil,annually,365,4560000000,20000000,60000000,5,250000,yes,no,no,1135048,0,yes
323,female,person,low risk,no,Isfahan,annually,365,4560000000,10000000,30000000,5,250000,yes,no,no,1060000,0,yes
324,male,person,moderate risk,no,Khuzestan,daily,120,4560000000,20000000,60000000,5,250000,no,no,no,2257164,0,no
325,male,company,risky,no,Semnan,annually,365,6080000000,50000000,500000000,5,250000,yes,no,yes,41451110,0,yes
326,male,person,moderate risk,no,Khuzestan,daily,120,4560000000,20000000,60000000,5,250000,no,no,no,2257164,0,no
327,male,person,moderate risk,no,Hamedan,annually,365,4560000000,50000000,150000000,5,250000,no,no,no,3453162,0,no
328,male,company,risky,no,Khuzestan,daily,59,6080000000,30000000,120000000,5,250000,no,no,no,3919562,0,no
329,male,person,risky,no,Mazandaran,annually,365,3040000000,10000000,20000000,5,250000,yes,no,no,2966198,0,yes
330,male,company,moderate risk,no,Kerman,annually,365,3040000000,20000000,120000000,5,250000,yes,no,no,14733576,0,yes
331,male,person,moderate risk,yes,Isfahan,daily,90,3040000000,10000000,20000000,5,250000,yes,no,no,2077070,0,yes
332,male,company,moderate risk,yes,Yazd,annually,365,3040000000,50000000,100000000,10,500000,yes,no,no,19090080,0,yes
333,female,company,low risk,no,Kohgiluyeh and Boyer-Ahmad,annually,365,1520000000,30000000,30000000,5,250000,no,no,no,4430694,0,no
334,male,person,risky,yes,Ilam,annually,365,4560000000,20000000,60000000,5,250000,no,no,no,6351944,0,no
335,male,person,moderate risk,no,Mazandaran,annually,365,4560000000,20000000,60000000,5,250000,yes,no,no,4178944,0,yes
336,male,person,moderate risk,no,Mazandaran,annually,365,4560000000,50000000,150000000,5,250000,yes,no,no,3591174,0,yes
337,female,company,risky,no,Ardabil,annually,365,3040000000,50000000,100000000,5,250000,no,no,no,3263952,0,no
338,male,person,moderate risk,no,Semnan,short term,10,1520000000,50000000,50000000,5,250000,no,no,no,1060000,0,no
339,male,person,moderate risk,no,East Azarbaijan,annually,365,3040000000,20000000,40000000,10,250000,no,no,no,5724636,0,no
340,male,person,risky,no,Hormozgan,annually,365,4560000000,5000000,15000000,5,250000,no,no,no,5986350,0,no
341,male,person,moderate risk,yes,South Khorasan,annually,365,1520000000,20000000,20000000,5,250000,no,no,no,2582902,0,no
342,male,person,moderate risk,no,Tehran,annually,365,4560000000,20000000,20000000,5,1000000,no,no,no,5889678,0,no
343,male,company,moderate risk,no,Fars,annually,365,1520000000,10000000,10000000,5,250000,no,no,no,1689746,0,no
344,male,person,moderate risk,no,Isfahan,annually,365,1520000000,10000000,10000000,5,250000,no,no,no,5649800,0,no
345,male,person,moderate risk,no,Zanjan,short term,59,3040000000,30000000,60000000,5,500000,no,no,no,1434816,0,no
346,male,person,moderate risk,yes,Mazandaran,annually,365,3040000000,30000000,60000000,5,250000,yes,no,no,3332004,0,yes
347,male,person,low risk,no,Fars,annually,365,7600000000,50000000,250000000,5,250000,yes,no,yes,11000000,0,no
348,male,person,risky,no,Isfahan,annually,365,4560000000,5000000,150000000,5,500000,yes,no,no,10593110,0,yes
349,male,person,risky,no,Isfahan,annually,365,4560000000,10000000,30000000,5,500000,yes,no,no,13507050,0,yes
350,male,person,moderate risk,yes,Razavi Khorasan,annually,365,4560000000,10000000,30000000,5,250000,yes,no,no,8808388,0,yes
351,male,company,risky,no,Isfahan,annually,365,7600000000,20000000,100000000,5,250000,no,no,no,8480530,0,no
352,male,company,moderate risk,yes,Khuzestan,daily,30,3040000000,30000000,60000000,5,250000,no,no,no,1209884,0,no
353,male,person,moderate risk,yes,Mazandaran,annually,365,1520000000,20000000,20000000,5,250000,no,no,no,4869216,0,no
354,male,company,low risk,no,Razavi Khorasan,annually,365,4560000000,10000000,30000000,5,250000,no,no,no,30450726,0,no
355,male,company,moderate risk,no,Ardabil,annually,365,9120000000,10000000,60000000,5,250000,yes,no,no,8323438,0,no
356,male,company,moderate risk,no,Qom,annually,365,4560000000,50000000,100000000,5,500000,no,no,no,2412878,0,no
357,male,company,risky,no,Ilam,short term,183,6080000000,10000000,40000000,5,250000,yes,no,no,4033936,0,yes
358,male,company,moderate risk,no,Chaharmahal and Bakhtiari,annually,365,3040000000,10000000,20000000,0,0,no,no,no,7322162,0,no
359,male,person,low risk,no,Fars,annually,365,3040000000,50000000,100000000,5,250000,no,no,no,2777200,0,no
360,female,person,low risk,no,Lorestan,annually,365,1520000000,50000000,50000000,0,0,no,no,no,1153704,0,no
361,male,company,moderate risk,no,Alborz,annually,365,1520000000,20000000,20000000,5,250000,yes,no,no,7393076,0,yes
362,male,company,moderate risk,no,Tehran,annually,365,3040000000,10000000,20000000,10,500000,yes,no,no,5152660,0,no
363,male,person,moderate risk,no,Razavi Khorasan,annually,365,3040000000,10000000,20000000,5,250000,no,no,no,2128692,0,no
364,male,person,moderate risk,no,Razavi Khorasan,annually,365,1520000000,10000000,10000000,5,250000,no,no,no,1060000,0,no
365,male,person,risky,yes,Sistan and Baluchestan,annually,365,1520000000,0,0,0,0,no,no,yes,901000,0,no
366,male,person,risky,yes,Sistan and Baluchestan,annually,365,1520000000,0,0,0,0,no,no,yes,901000,0,no
367,male,person,risky,yes,Sistan and Baluchestan,annually,365,1520000000,0,0,0,0,no,no,yes,901000,0,no
368,male,person,low risk,no,Isfahan,annually,365,3040000000,30000000,60000000,5,250000,yes,no,no,2332424,0,yes
369,male,person,moderate risk,no,Isfahan,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,4831904,0,yes
370,male,person,low risk,no,Isfahan,annually,365,3040000000,10000000,50000000,5,250000,no,no,no,4882360,0,no
371,female,person,low risk,no,South Khorasan,annually,365,1520000000,30000000,30000000,5,250000,no,no,no,1701936,0,no
372,male,person,moderate risk,no,Hamedan,daily,59,4560000000,50000000,150000000,0,0,yes,no,no,1531170,0,no
373,male,person,moderate risk,no,Fars,annually,365,1520000000,50000000,50000000,5,250000,no,no,no,4709156,0,no
374,male,person,risky,no,Hormozgan,annually,365,4560000000,5000000,15000000,5,250000,no,no,no,5986350,0,no
375,male,person,moderate risk,no,Fars,annually,365,1520000000,50000000,50000000,5,250000,no,no,no,2113110,0,no
376,male,person,risky,no,Isfahan,annually,365,4560000000,10000000,30000000,5,250000,yes,no,no,8562150,0,yes
377,male,person,risky,no,Isfahan,annually,365,4560000000,10000000,30000000,5,250000,yes,no,no,8562150,0,yes
378,male,company,low risk,no,Semnan,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,4454438,0,yes
379,male,company,low risk,no,Razavi Khorasan,annually,365,4560000000,20000000,100000000,5,250000,yes,no,no,19711230,0,no
380,male,person,risky,no,North Khorasan,daily,90,3040000000,50000000,100000000,5,250000,yes,no,no,3628592,0,yes
381,male,person,risky,no,Razavi Khorasan,annually,365,3040000000,10000000,20000000,5,250000,yes,no,yes,4380000,0,yes
382,male,company,risky,yes,Kordestan,annually,365,7600000000,100000000,500000000,5,250000,no,no,no,65621367,0,no
383,female,person,low risk,no,Isfahan,annually,365,1520000000,10000000,20000000,5,250000,no,no,no,1557352,0,no
384,male,company,risky,no,Khuzestan,daily,357,7600000000,30000000,150000000,5,250000,yes,no,no,9472690,0,yes
385,male,person,moderate risk,no,Hormozgan,annually,365,1520000000,10000000,10000000,5,250000,no,no,no,1994178,0,no
386,male,company,moderate risk,no,Khuzestan,daily,321,10640000000,30000000,210000000,5,250000,yes,no,no,32902824,0,yes
387,male,person,low risk,no,East Azarbaijan,annually,365,3040000000,20000000,40000000,0,0,yes,no,no,6424660,0,yes
388,male,company,moderate risk,no,Isfahan,annually,365,1520000000,50000000,50000000,5,250000,no,no,no,3760244,0,no
389,male,person,low risk,no,Isfahan,annually,365,2000000000,20000000,40000000,5,250000,no,no,no,3290112,0,no
390,male,person,moderate risk,no,Gilan,short term,90,1520000000,10000000,10000000,20,1000000,no,no,no,1060000,0,no
391,male,person,low risk,yes,Isfahan,annually,365,10640000000,10000000,70000000,5,250000,no,no,no,5238308,0,no
392,male,person,moderate risk,yes,Khuzestan,daily,119,1520000000,30000000,30000000,0,0,no,no,no,1060000,0,no
393,female,company,low risk,no,Mazandaran,annually,365,1520000000,50000000,50000000,5,250000,no,no,no,1060000,0,no
394,male,person,risky,no,Kerman,annually,365,3040000000,50000000,100000000,10,500000,no,no,no,4006588,0,no
395,male,company,risky,no,Isfahan,annually,365,3040000000,20000000,40000000,10,250000,no,no,no,3485492,0,no
396,male,person,risky,no,Khuzestan,daily,30,1520000000,30000000,30000000,5,250000,no,no,no,1060000,0,no
397,male,person,moderate risk,no,Isfahan,short term,90,1520000000,20000000,20000000,5,250000,no,no,no,1623072,0,no
398,male,person,low risk,no,East Azarbaijan,annually,365,1520000000,20000000,20000000,5,250000,yes,no,no,3573790,0,yes
399,male,person,low risk,no,Razavi Khorasan,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,3399844,67,yes
400,male,company,risky,no,Tehran,short term,28,3040000000,20000000,40000000,10,250000,no,no,no,2833380,0,no
401,male,company,low risk,no,Semnan,annually,365,1520000000,20000000,20000000,5,250000,yes,no,no,1435558,0,yes
402,male,person,moderate risk,no,Razavi Khorasan,annually,365,3040000000,10000000,20000000,5,250000,no,no,no,3233424,0,no
403,male,company,moderate risk,no,Zanjan,annually,365,15200000000,20000000,200000000,0,0,yes,no,yes,99999999,0,no
404,male,person,low risk,no,Mazandaran,annually,365,1520000000,50000000,50000000,5,250000,no,no,no,1060000,0,no
405,male,person,low risk,no,Kordestan,annually,365,3040000000,20000000,40000000,5,250000,no,no,no,2748686,0,no
406,male,person,risky,no,Hormozgan,annually,365,4560000000,5000000,15000000,5,250000,no,no,no,5986350,0,no
407,male,person,low risk,no,Lorestan,annually,365,3040000000,30000000,60000000,0,0,no,no,no,4600400,0,no
408,male,person,low risk,no,Fars,short term,364,4560000000,20000000,60000000,5,250000,no,no,no,4144282,0,no
409,male,person,moderate risk,no,Razavi Khorasan,annually,365,3040000000,10000000,20000000,5,250000,yes,no,no,3754944,0,yes
410,male,person,moderate risk,no,Isfahan,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,2436940,0,yes
411,male,person,moderate risk,no,Isfahan,annually,365,3040000000,10000000,20000000,5,250000,no,no,no,2665582,0,no
412,female,company,low risk,yes,Semnan,short term,326,1520000000,50000000,50000000,5,250000,no,no,no,9653102,15,no
413,male,person,risky,no,Kerman,annually,365,1520000000,100000000,200000000,5,250000,no,no,no,10293448,0,no
414,male,person,low risk,no,Semnan,annually,365,3040000000,30000000,60000000,5,250000,yes,no,no,2853626,0,yes
415,male,person,low risk,no,North Khorasan,annually,365,3040000000,20000000,40000000,10,250000,yes,no,no,7219872,0,yes
416,male,person,moderate risk,no,Razavi Khorasan,annually,365,1520000000,10000000,10000000,5,250000,yes,no,no,2745824,0,yes
417,male,person,low risk,no,Golestan,annually,365,1520000000,10000000,10000000,5,250000,no,no,no,1060000,0,no
418,male,person,moderate risk,no,Mazandaran,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,2252712,0,yes
419,male,person,low risk,no,Kohgiluyeh and Boyer-Ahmad,annually,365,3040000000,30000000,60000000,5,250000,no,no,no,3533934,0,no
420,male,person,risky,no,Kerman,annually,365,4560000000,10000000,30000000,5,500000,yes,no,no,4248692,0,yes
421,male,person,moderate risk,no,Kerman,annually,365,3040000000,20000000,40000000,5,250000,no,no,no,5250922,0,no
422,male,company,low risk,no,Semnan,annually,365,3040000000,30000000,60000000,5,250000,no,no,no,2264266,0,no
423,female,person,low risk,no,Semnan,annually,365,3040000000,30000000,60000000,5,250000,yes,no,no,2877582,0,no
424,male,person,moderate risk,no,Isfahan,annually,365,3040000000,10000000,20000000,5,250000,no,no,no,6737996,0,no
425,male,person,moderate risk,no,Tehran,annually,365,3040000000,20000000,40000000,5,250000,no,no,no,4555774,0,no
426,male,person,moderate risk,no,Isfahan,annually,365,4560000000,50000000,150000000,5,250000,yes,no,no,6066486,0,yes
427,male,company,moderate risk,no,Khuzestan,daily,90,1520000000,30000000,30000000,5,250000,no,no,no,1322244,0,no
428,male,person,moderate risk,no,Isfahan,annually,365,3040000000,10000000,20000000,5,250000,no,no,no,6591398,0,no
429,male,company,low risk,no,East Azarbaijan,annually,365,1520000000,20000000,20000000,0,0,yes,no,no,3451360,0,yes
430,male,company,low risk,no,Razavi Khorasan,annually,365,1520000000,20000000,20000000,5,250000,yes,no,no,2346628,33,yes
431,male,person,moderate risk,no,Kordestan,annually,365,4560000000,20000000,60000000,5,250000,yes,no,no,3591068,0,yes
432,male,person,risky,no,Khuzestan,daily,90,1520000000,10000000,10000000,5,250000,no,no,no,1060000,0,no
433,female,company,low risk,no,Hamedan,annually,365,4560000000,30000000,90000000,0,0,yes,no,no,3811230,0,yes
434,male,company,risky,no,Tehran,annually,365,15200000000,15000000,150000000,10,200000,yes,no,no,62713310,0,no
435,male,person,low risk,yes,Razavi Khorasan,annually,365,6080000000,10000000,40000000,5,250000,yes,no,no,1461422,0,yes
436,male,person,risky,no,Mazandaran,daily,59,3040000000,10000000,20000000,5,250000,no,no,no,1060000,0,no
437,male,person,risky,no,North Khorasan,daily,183,4560000000,50000000,150000000,5,250000,yes,no,no,5410876,0,yes
438,male,person,risky,no,Qom,short term,59,1520000000,50000000,150000000,5,500000,no,no,no,1183596,0,no
439,male,person,risky,no,Hormozgan,annually,365,4560000000,5000000,15000000,5,250000,no,no,no,5986350,0,no
440,male,company,risky,no,Tehran,annually,365,7600000000,20000000,75000000,5,250000,yes,no,no,44221080,0,yes
441,female,company,low risk,no,Zanjan,annually,365,4560000000,20000000,60000000,5,300000,yes,no,no,4004786,0,yes
442,male,person,low risk,no,Ardabil,annually,365,3040000000,20000000,40000000,5,250000,no,no,no,4504364,0,no
443,female,company,low risk,no,Kordestan,annually,365,15200000000,10000000,150000000,5,500000,no,no,no,27223344,0,no
444,male,company,risky,no,Tehran,annually,365,4560000000,30000000,60000000,5,250000,no,no,no,8937708,0,no
445,male,person,low risk,no,Ardabil,annually,365,7600000000,20000000,100000000,5,250000,yes,no,no,15017444,0,yes
446,male,person,risky,no,Isfahan,annually,365,1520000000,20000000,20000000,5,250000,yes,no,no,2364648,0,yes
447,male,person,low risk,no,Tehran,short term,183,4560000000,30000000,90000000,5,250000,no,no,no,3137918,0,no
448,male,person,moderate risk,no,Mazandaran,annually,365,1520000000,30000000,30000000,5,250000,no,no,no,1856272,0,no
449,male,person,risky,no,Isfahan,short term,121,4560000000,30000000,90000000,5,250000,no,no,no,2569440,0,no
450,male,person,risky,no,Hormozgan,annually,365,4560000000,5000000,15000000,5,250000,no,no,no,5986350,0,no
451,male,person,low risk,no,Isfahan,annually,365,4560000000,50000000,150000000,5,250000,yes,no,no,6645246,0,yes
452,male,person,moderate risk,yes,Mazandaran,short term,30,3040000000,20000000,40000000,5,250000,no,no,no,1208930,0,no
453,male,company,risky,yes,Chaharmahal and Bakhtiari,annually,365,3040000000,30000000,60000000,0,0,no,no,no,6441196,0,no
454,male,person,moderate risk,no,Qom,short term,60,1520000000,50000000,100000000,5,250000,no,no,no,1329028,0,no
455,male,company,risky,no,Mazandaran,daily,15,7600000000,50000000,250000000,5,250000,no,no,no,1060000,0,no
456,male,person,low risk,no,Fars,annually,365,3040000000,30000000,60000000,5,250000,no,no,no,9321852,0,no
457,male,person,low risk,no,Isfahan,annually,365,1520000000,10000000,30000000,0,0,no,no,no,1851396,0,no
458,male,person,moderate risk,yes,Isfahan,annually,365,3040000000,20000000,40000000,5,250000,no,no,no,2977540,0,no
459,male,person,risky,no,Kerman,annually,365,1520000000,100000000,100000000,5,250000,no,no,no,2134946,0,no
460,male,company,risky,no,Qazvin,annually,365,3040000000,10000000,20000000,5,250000,no,no,no,6206088,0,no
461,male,company,risky,no,Qazvin,annually,365,3040000000,10000000,20000000,5,250000,no,no,no,6206088,0,no
462,female,person,low risk,no,South Khorasan,short term,34,4560000000,10000000,30000000,5,250000,no,no,no,1060000,0,no
463,male,person,risky,no,Tehran,daily,30,3040000000,25000000,50000000,5,250000,yes,no,no,1060000,0,yes
464,female,company,low risk,no,Tehran,annually,365,21280000000,40000000,560000000,10,250000,yes,no,no,31693364,0,yes
465,male,company,moderate risk,yes,West Azerbaijan,annually,365,3040000000,40000000,80000000,5,250000,yes,no,no,6979146,5,yes
466,male,person,risky,no,Fars,annually,365,4560000000,20000000,60000000,5,250000,no,no,no,9447674,0,no
467,male,person,low risk,no,Fars,annually,365,1520000000,30000000,30000000,5,250000,no,no,no,1479654,0,no
468,male,company,moderate risk,no,Kohgiluyeh and Boyer-Ahmad,annually,365,1520000000,30000000,30000000,5,250000,no,no,no,4430694,0,no
469,female,company,moderate risk,no,Kohgiluyeh and Boyer-Ahmad,annually,365,1520000000,30000000,30000000,5,250000,no,no,no,4430694,0,no
470,female,company,moderate risk,no,Kohgiluyeh and Boyer-Ahmad,annually,365,1520000000,30000000,30000000,5,250000,no,no,no,4430694,0,no
471,male,company,moderate risk,no,Kohgiluyeh and Boyer-Ahmad,annually,365,1520000000,30000000,30000000,5,250000,no,no,no,4430694,0,no
472,female,company,moderate risk,no,Kohgiluyeh and Boyer-Ahmad,annually,365,1520000000,30000000,30000000,5,250000,no,no,no,4430694,0,no
473,male,company,moderate risk,no,North Khorasan,annually,365,3040000000,10000000,20000000,10,250000,no,no,no,7280292,15,no
474,male,company,moderate risk,no,Kohgiluyeh and Boyer-Ahmad,annually,365,1520000000,30000000,30000000,5,250000,no,no,no,4430694,0,no
475,male,person,risky,no,Isfahan,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,2131236,0,yes
476,male,company,risky,no,West Azerbaijan,annually,365,4560000000,50000000,150000000,5,250000,no,no,no,7963780,20,no
477,male,person,low risk,no,Fars,short term,59,1520000000,30000000,30000000,5,250000,no,no,no,1060000,0,no
478,male,person,risky,no,Hamedan,annually,365,3040000000,30000000,60000000,0,0,no,no,no,3264164,0,no
479,male,person,low risk,no,Qom,annually,365,1520000000,40000000,40000000,5,250000,no,no,no,1946690,0,no
480,male,person,low risk,no,Qom,annually,365,1520000000,40000000,40000000,5,250000,no,no,no,1688474,0,no
481,male,person,low risk,yes,Fars,annually,365,1520000000,20000000,20000000,5,250000,no,no,no,1060000,0,no
482,male,person,moderate risk,yes,Isfahan,annually,365,3040000000,40000000,80000000,5,250000,yes,no,no,6812832,0,yes
483,male,person,moderate risk,yes,Hormozgan,annually,365,9120000000,10000000,60000000,5,250000,yes,no,no,12143996,0,yes
484,male,person,risky,yes,Yazd,annually,365,1520000000,20000000,20000000,10,500000,no,no,no,2851188,0,no
485,male,person,risky,no,Hormozgan,annually,365,4560000000,5000000,15000000,5,250000,no,no,no,5986350,0,no
